Lead Status,Lead Owner,Lead Source,Geoclient Response,BCW ID,Notes,Follow-up Needed,Visit Type,Visit Reason,Establishment Visit Status,Due Date,Company,Business Legal Name,Street Address,Floor/Suite/Apt,City,State,Zip Code,Alternate Address,Borough,BBL,Address Point ID,geolocation,Longitude,Latitude,Sanitation District,Sanitation Section,Community District,Business Improvement District,License,License Type,Building Type,Organics Effective Date,Primary Organics Type,Secondary Organics Type (Chain),Secondary Organics Type (FSE),On-site Processing Registration,Industry Type ,IsChain?,Business Model (affiliation),Chain Name (if different from DBA name),No. of Locations in NYC,Floor Area,Attendance or Venue Capacity,Foam Ban Waiver,Organics ID,Carter ID,Carter Customer ID,Pro Fee Account,Pro Fee Certification,Pro Fee Expiration,No. of Employees,Website,EIN,Property Management Company,Property Manager Alternate Address,Property Manager Street Address,Property Manager Floor/Suite/Apt,Property Manager City,Property Manager State,Property Manager Zip Code,Property Manager Borough,Property Manager First Name,Property Manager Last Name,Property Manager Email ,Property Manager Phone ,Property Manager Phone No. Ext.,Property Manager Phone Type,Property Manager Newsletter,Primary Contact Role,Work Title,Salutation,Suffix,First Name,Last Name,Email,Phone,Primary Contact Phone No. Ext.,Primary Contact Phone Type,Primary Contact Newsletter,donateNYC Registration,Preferred Language,Secondary Contact Role,Secondary Corporate Title,Secondary Contact First Name,Secondary Contact Last Name,Secondary Contact Email,Secondary Contact Phone No.,Secondary Contact Phone No. Ext.,Secondary Contact Phone Type,Secondary Contact Newsletter
,,Seed Dataset,,,source=organic3;fulcrum_id=a0da9a7e-99e9-40d2-ac4c-4be916c3269e;fid_ce=36;fid_orig=9867,,,,,,NATURAL FRONTIER MARKET,LAMA TRADING IV INC,31-28 Ditmars Blvd,,New York,New York,11105,,Queens,4008330040,,40.77575;-73.910162,-73.910162,40.77575,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=b38ba923-c6c7-4de0-8d69-7efed3089065;fid_ce=37;fid_orig=9868,,,,,,NATURAL FRONTIER MARKET,LAMA TRADING V INC,367 Flatbush Ave,,New York,New York,11238,,Brooklyn,3011640005,,40.676704;-73.972099,-73.972099,40.676704,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=07b32fe3-c9d5-4bf5-b8f6-7b013beac7a0;fid_ce=38;fid_orig=9866,,,,,,NATURAL FRONTIER MARKET,LAMA TRADING III INC,12-01 Jackson Ave,,New York,New York,11101,,Queens,4000600009,,40.743672;-73.950841,-73.950841,40.743672,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=18dea2aa-027c-424d-9cd1-5df54d1585c3;fid_ce=39;fid_orig=11822,,,,,,SAGAL FOOD,726 MEAT MARKET INC,726 Broadway,,New York,New York,11206,,Brooklyn,3022760022,,40.701171;-73.942667,-73.942667,40.701171,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=149a5aeb-f6de-4305-a51b-3549c49a69d6;fid_ce=40;fid_orig=11823,,,,,,SAGAL FOOD,DD&S MEAT FISH & PRODUCE INC,3430 Jerome Ave,,New York,New York,10467,,Bronx,2033270089,,40.881479;-73.882648,-73.882648,40.881479,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a9473396-0fbe-4d1e-ac20-6d075448be88;fid_ce=41;fid_orig=11821,,,,,,SAGAL FOOD,65 BURNSIDE MEAT MARKET CORP,65 E Burnside Ave,,New York,New York,10453,,Bronx,2031780001,,40.853367;-73.906146,-73.906146,40.853367,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8ded4e18-5309-41c7-8d86-6835dee7f65f;fid_ce=42;fid_orig=3610,,,,,,CLOSEOUT HEAVEN,CLOSEOUT HEAVEN INC,736 Flatbush Ave,,New York,New York,11226,,Brooklyn,3050540035,,40.655038;-73.959747,-73.959747,40.655038,,,,,,,,2020,Retail Food,,,,,TRUE,,Close Out Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=837f668d-59b0-4098-bbc0-f9cc5af9a7ca;fid_ce=43;fid_orig=3609,,,,,,CLOSEOUT HEAVEN,CLOSEOUT HEAVEN III INC,59-32 Myrtle Ave,,New York,New York,11385,,Queens,4035870023,,40.700506;-73.898625,-73.898625,40.700506,,,,,,,,2020,Retail Food,,,,,TRUE,,Close Out Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=98972c5b-ea85-4950-856e-7fa8feebdd48;fid_ce=44;fid_orig=3608,,,,,,CLOSEOUT HEAVEN,AZ IMPORT/EXPORT LLC,6919 3 Ave,,New York,New York,11209,,Brooklyn,3058720006,,40.635494;-74.026125,-74.026125,40.635494,,,,,,,,2020,Retail Food,,,,,TRUE,,Close Out Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=1a87c14a-7d27-4d06-a506-234b5bd4e348;fid_ce=45;fid_orig=11995,,,,,,SATMAR MEAT,SATMAR MEAT OF CONG YETEV LEV INC,239 Lee Ave,,New York,New York,11206,,Brooklyn,3022360001,,40.700907;-73.954547,-73.954547,40.700907,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=9e5a63e8-b736-4e90-87b7-4ea872e0ec38;fid_ce=46;fid_orig=11994,,,,,,SATMAR MEAT,CENTRAL YETEV LEV D'SATMAR MEAT,285 Lee Ave,,New York,New York,11206,,Brooklyn,3022640074,,40.699597;-73.953481,-73.953481,40.699597,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=3ebf73c4-b9f6-42db-ba74-a29fd7b1827c;fid_ce=47;fid_orig=11998,,,,,,SATMAR MEAT MARKET,SATMAR MEAT MARKET INC,4525 16 Ave,,New York,New York,11204,,Brooklyn,3054340087,,40.633092;-73.983358,-73.983358,40.633092,,,,,,,,2020,Retail Food,,,,,TRUE,,Satmar Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=4d50b2f3-4f78-48af-a651-6b35375e5c75;fid_ce=48;fid_orig=11996,,,,,,SATMAR MEAT,SATMAR MTS OF CONG YETEV LEV INC,82 Lee Ave,,New York,New York,11211,,Brooklyn,3021930030,,40.705202;-73.959374,-73.959374,40.705202,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=0dede282-3b3b-4656-96ab-4697654a59ff;fid_ce=49;fid_orig=11997,,,,,,SATMAR MEAT MARKET,SATMAR MEAT MARKET INC,5023-25 New Utrecht Ave,,New York,New York,11219,,Brooklyn,3056480007,,40.6355;-73.994873,-73.994873,40.6355,,,,,,,,2020,Retail Food,,,,,TRUE,,Satmar Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=0f7fe183-baa6-4021-9eda-04a77d0fbafe;fid_ce=50;fid_orig=12251,,,,,,SINGH FARM,SINGH FARM CORP,118-05 Liberty Ave,,New York,New York,11419,,Queens,4095560037,,40.686055;-73.824907,-73.824907,40.686055,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=f6af2511-b334-44a1-9985-fc1107969947;fid_ce=51;fid_orig=12253,,,,,,SINGH FARM,SINGH FARM CORP,117-05 101 Ave,,New York,New York,11419,,Queens,4094530027,,40.689525;-73.827541,-73.827541,40.689525,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2e3de1ee-6f7d-40b3-a5b2-ebf1ec499a68;fid_ce=52;fid_orig=12252,,,,,,SINGH FARM,SINGH FARM CORP,124-01 Liberty Ave,,New York,New York,11419,,Queens,4095610030,,40.687845;-73.820045,-73.820045,40.687845,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=53509d9a-f836-4025-9f7e-d7f457a1a1fe;fid_ce=54;fid_orig=12805,,,,,,SUPERIOR GOURMET MARKET,SUPERIOR GOURMET MARKETPLACE INC,555 10 Ave,,New York,New York,10018,,Manhattan,1010697501,,40.758888;-73.996022,-73.996022,40.758888,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=cd11e8cb-4156-498f-b265-54b24a49540f;fid_ce=55;fid_orig=12808,,,,,,SUPERIOR MARKETS,HAUTER ANTER A,2428 Mermaid Ave,,New York,New York,11224,,Brooklyn,3070550001,,40.575877;-73.991505,-73.991505,40.575877,,,,,,,,2020,Retail Food,,,,,TRUE,,Superior Gourmet Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=c2881cf8-f2c6-4838-973b-b4a8055d9615;fid_ce=56;fid_orig=12809,,,,,,SUPERIOR MARKETS,MOSLEH ALI A,81 Kingston Ave,,New York,New York,11213,,Brooklyn,3012100010,,40.677033;-73.941466,-73.941466,40.677033,,,,,,,,2020,Retail Food,,,,,TRUE,,Superior Gourmet Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=59e5d004-e2f4-41b7-b719-ea7e4fcbeb30;fid_ce=57;fid_orig=12807,,,,,,SUPERIOR MARKETS,GREENWAY ENTERPRISES INC,19 Greene Ave,,New York,New York,11238,,Brooklyn,3021180040,,40.685943;-73.972543,-73.972543,40.685943,,,,,,,,2020,Retail Food,,,,,TRUE,,Superior Gourmet Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8c1aeec2-409d-41db-bc84-b245b1139893;fid_ce=58;fid_orig=12810,,,,,,s,RODRIGUEZ BRUNILDA,628 Morris Ave,,New York,New York,10451,,Bronx,2024110006,,40.81918;-73.921936,-73.921936,40.81918,,,,,,,,2020,Retail Food,,,,,TRUE,,Superior Gourmet Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=c45f9ce4-d076-4d27-b12e-58842248fef5;fid_ce=61;fid_orig=1925,,,,,,ANDYS DELI,GNB DELI INC,106 7 Avenue South,,New York,New York,10014,,Manhattan,1005910052,,40.73334;-74.00297,-74.00297,40.73334,,,,,,,,2020,Retail Food,,,,,TRUE,,Andy’s Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=f5b90405-190c-4d0a-a218-754cedd4ab9f;fid_ce=62;fid_orig=1924,,,,,,ANDYS DELI,C&N GROCERY STORE INC,295 Amsterdam Ave,,New York,New York,10023,,Manhattan,1011450061,,40.779777;-73.980769,-73.980769,40.779777,,,,,,,,2020,Retail Food,,,,,TRUE,,Andy’s Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8ed7cd78-04cb-405d-b2ac-36ac8e7c86e6;fid_ce=63;fid_orig=2135,,,,,,ASSOCIATED SUPERMARKET,BC 650 PRODUCE INC,650 Flatbush Ave,,New York,New York,11225,,Brooklyn,3050260216,,40.657514;-73.960315,-73.960315,40.657514,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=5ca932c1-f95b-45d7-bc02-d38e62e4a83a;fid_ce=66;fid_orig=2141,,,,,,ASSOCIATED SUPERMARKET,MP LORRAINE CORP,58-60 Lorraine St,,New York,New York,11231,,Brooklyn,3005800005,,40.674528;-74.00739,-74.00739,40.674528,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=f674d970-eae1-4edb-b01a-fc738e3ee2bd;fid_ce=67;fid_orig=2822,,,,,,BRAVO SUPERMARKET,184 FOOD CORP,184 West 231 St,,New York,New York,10463,,Bronx,2032660046,,40.878691;-73.904201,-73.904201,40.878691,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=3b0f3444-1a67-4e2e-b75c-7ec491c9438b;fid_ce=68;fid_orig=3098,,,,,,C TOWN,1709 MARKET CORP,1709 Avenue U,,New York,New York,11229,,Brooklyn,3073220040,,40.599067;-73.954314,-73.954314,40.599067,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=1e7cae5e-1b39-4a48-9470-efd163014301;fid_ce=69;fid_orig=3101,,,,,,C TOWN,3220 MARKET CORP,3220 Third Ave,,New York,New York,10451,,Bronx,2026200015,,40.82348;-73.909043,-73.909043,40.82348,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=726345cb-8b34-4f92-b161-988a3739c037;fid_ce=70;fid_orig=3118,,,,,,C TOWN,GREEN VALLEY PRODUCE INC,230-08 Merrick Blvd,,New York,New York,11413,,Queens,4131570030,,40.676046;-73.740273,-73.740273,40.676046,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
